Номер Животного,Пол,Номер лактации,Результат отела,Легкость отела,Дата рождения,Дней в сухостое предыдущей лактации,Дней стельности при событии,Номер группы животного,Предыдущий номер группы животного,Событие,Дни доения при событии,Дата события,Примечание события
7162,1,1,FA,1,2020-07-21,0,0,21,44,ПЕРЕВОД,1,2022-08-05,F044T021
7162,1,1,FA,1,2020-07-21,0,0,2,21,ПЕРЕВОД,13,2022-08-17,F021T002
7162,1,1,FA,1,2020-07-21,0,0,43,2,ПЕРЕВОД,15,2022-08-19,F002T043
7180,1,1,FA,1,2020-07-23,0,0,43,3,ПЕРЕВОД,63,2022-08-02,F003T043
7202,1,1,FA,1,2020-07-26,0,0,3,9,ПЕРЕВОД,103,2022-08-31,F009T003
8001,1,1,FA,1,2020-08-01,0,0,8,9,ПЕРЕВОД,43,2022-07-29,F009T008
8022,1,1,FA,1,2020-08-03,0,0,21,44,ПЕРЕВОД,1,2022-08-06,F044T021
8022,1,1,FA,1,2020-08-03,0,0,9,23,ПЕРЕВОД,35,2022-09-09,F023T009
8023,1,1,FA,3,2020-08-03,0,0,3,9,ПЕРЕВОД,91,2022-08-22,F009T003
8023,1,1,FA,3,2020-08-03,0,0,8,9,ПЕРЕВОД,112,2022-09-12,F009T008
8044,1,1,MD,1,2020-08-06,0,0,21,44,ПЕРЕВОД,1,2022-08-14,F044T021
8044,1,1,MD,1,2020-08-06,0,0,2,21,ПЕРЕВОД,7,2022-08-20,F021T002
8044,1,1,MD,1,2020-08-06,0,0,43,2,ПЕРЕВОД,32,2022-09-14,F002T043
8109,1,1,FA,1,2020-08-15,0,0,8,23,ПЕРЕВОД,28,2022-08-19,F023T008
8109,1,1,FA,1,2020-08-15,0,0,3,8,ПЕРЕВОД,36,2022-08-27,F008T003
8115,1,1,MA,1,2020-08-15,0,0,3,8,ПЕРЕВОД,76,2022-08-17,F008T003
8115,1,1,MA,1,2020-08-15,0,0,43,3,ПЕРЕВОД,80,2022-08-21,F003T043
8115,1,1,MA,1,2020-08-15,0,0,3,43,ПЕРЕВОД,100,2022-09-10,F043T003
8145,1,1,FA,1,2020-08-18,0,0,10,9,ПЕРЕВОД,61,2022-08-16,F009T010
8235,1,1,FA,1,2020-08-26,0,0,21,44,ПЕРЕВОД,1,2022-07-29,F044T021
8235,1,1,FA,1,2020-08-26,0,0,2,21,ПЕРЕВОД,13,2022-08-10,F021T002
8235,1,1,FA,1,2020-08-26,0,0,9,23,ПЕРЕВОД,23,2022-08-20,F023T009
8235,1,1,FA,1,2020-08-26,0,0,8,9,ПЕРЕВОД,24,2022-08-21,F009T008
8235,1,1,FA,1,2020-08-26,0,0,3,8,ПЕРЕВОД,42,2022-09-08,F008T003
8235,1,1,FA,1,2020-08-26,0,0,43,3,ПЕРЕВОД,44,2022-09-10,F003T043
8241,1,1,FA,1,2020-08-27,0,0,1,9,ПЕРЕВОД,47,2022-08-06,F009T001
8254,1,1,FA,1,2020-08-28,0,0,1,9,ПЕРЕВОД,47,2022-08-06,F009T001
9004,1,1,FA,1,2020-09-01,0,0,21,44,ПЕРЕВОД,1,2022-09-09,F044T021
9004,1,1,FA,1,2020-09-01,0,0,2,21,ПЕРЕВОД,6,2022-09-14,F021T002
9005,1,1,MA,1,2020-09-01,0,0,8,9,ПЕРЕВОД,62,2022-08-17,F009T008
9038,1,1,FA,1,2020-09-07,0,0,6,5,ПЕРЕВОД,61,2022-08-25,F005T006
9038,1,1,FA,1,2020-09-07,0,0,5,6,ПЕРЕВОД,62,2022-08-26,F006T005
9072,1,1,MA,3,2020-09-11,0,0,21,44,ПЕРЕВОД,1,2022-09-01,F044T021
9072,1,1,MA,3,2020-09-11,0,0,2,21,ПЕРЕВОД,9,2022-09-09,F021T002
9092,1,1,FA,1,2020-09-12,0,0,8,23,ПЕРЕВОД,32,2022-08-01,F023T008
9092,1,1,FA,1,2020-09-12,0,0,3,8,ПЕРЕВОД,70,2022-09-08,F008T003
9106,1,1,MA,1,2020-09-15,0,0,21,44,ПЕРЕВОД,1,2022-08-26,F044T021
9106,1,1,MA,1,2020-09-15,0,0,2,21,ПЕРЕВОД,7,2022-09-01,F021T002
9123,1,1,FA,1,2020-09-17,0,0,8,9,ПЕРЕВОД,31,2022-07-29,F009T008
9123,1,1,FA,1,2020-09-17,0,0,9,8,ПЕРЕВОД,60,2022-08-27,F008T009
9123,1,1,FA,1,2020-09-17,0,0,3,9,ПЕРЕВОД,68,2022-09-04,F009T003
9180,1,1,FA,1,2020-09-23,0,0,21,44,ПЕРЕВОД,1,2022-08-28,F044T021
9180,1,1,FA,1,2020-09-23,0,0,2,21,ПЕРЕВОД,8,2022-09-04,F021T002
9188,1,1,MA,1,2020-09-23,0,0,8,23,ПЕРЕВОД,28,2022-08-19,F023T008
9188,1,1,MA,1,2020-09-23,0,0,3,8,ПЕРЕВОД,33,2022-08-24,F008T003
9203,1,1,FA,1,2020-09-25,0,0,2,21,ПЕРЕВОД,17,2022-08-10,F021T002
9203,1,1,FA,1,2020-09-25,0,0,8,23,ПЕРЕВОД,26,2022-08-19,F023T008
10045,1,1,FA,1,2020-10-06,0,0,3,23,ПЕРЕВОД,30,2022-08-20,F023T003
10045,1,1,FA,1,2020-10-06,0,0,43,3,ПЕРЕВОД,55,2022-09-14,F003T043
10071,1,1,FA,1,2020-10-09,0,0,2,21,ПЕРЕВОД,23,2022-08-16,F021T002
10071,1,1,FA,1,2020-10-09,0,0,9,23,ПЕРЕВОД,27,2022-08-20,F023T009
10071,1,1,FA,1,2020-10-09,0,0,8,9,ПЕРЕВОД,28,2022-08-21,F009T008
10071,1,1,FA,1,2020-10-09,0,0,9,8,ПЕРЕВОД,40,2022-09-02,F008T009
10073,1,1,FA,1,2020-10-10,0,0,21,44,ПЕРЕВОД,1,2022-08-06,F044T021
10073,1,1,FA,1,2020-10-10,0,0,2,21,ПЕРЕВОД,11,2022-08-16,F021T002
10073,1,1,FA,1,2020-10-10,0,0,8,23,ПЕРЕВОД,28,2022-09-02,F023T008
10074,1,1,MA,1,2020-10-10,0,0,21,44,ПЕРЕВОД,1,2022-09-09,F044T021
10074,1,1,MA,1,2020-10-10,0,0,2,21,ПЕРЕВОД,6,2022-09-14,F021T002
10081,1,1,MA,1,2020-10-12,0,0,21,44,ПЕРЕВОД,1,2022-08-22,F044T021
10081,1,1,MA,1,2020-10-12,0,0,9,23,ПЕРЕВОД,19,2022-09-09,F023T009
10091,1,1,FA,1,2020-10-12,0,0,21,44,ПЕРЕВОД,1,2022-08-25,F044T021
10091,1,1,FA,1,2020-10-12,0,0,2,21,ПЕРЕВОД,8,2022-09-01,F021T002
10147,1,1,FA,1,2020-10-19,0,0,21,44,ПЕРЕВОД,1,2022-08-18,F044T021
10147,1,1,FA,1,2020-10-19,0,0,2,21,ПЕРЕВОД,15,2022-09-01,F021T002
10152,1,1,FA,1,2020-10-19,0,0,21,44,ПЕРЕВОД,3,2022-09-01,F044T021
10152,1,1,FA,1,2020-10-19,0,0,2,21,ПЕРЕВОД,9,2022-09-07,F021T002
10201,1,1,FA,1,2020-10-24,0,0,21,44,ПЕРЕВОД,1,2022-08-25,F044T021
10201,1,1,FA,1,2020-10-24,0,0,2,21,ПЕРЕВОД,8,2022-09-01,F021T002
10204,1,1,MA,1,2020-10-24,0,0,21,44,ПЕРЕВОД,1,2022-08-10,F044T021
10204,1,1,MA,1,2020-10-24,0,0,2,21,ПЕРЕВОД,8,2022-08-17,F021T002
10211,1,1,FA,1,2020-10-25,0,0,21,44,ПЕРЕВОД,1,2022-09-01,F044T021
10211,1,1,FA,1,2020-10-25,0,0,43,21,ПЕРЕВОД,8,2022-09-08,F021T043
10215,1,1,FA,1,2020-10-25,0,0,21,44,ПЕРЕВОД,1,2022-08-29,F044T021
10215,1,1,FA,1,2020-10-25,0,0,2,21,ПЕРЕВОД,7,2022-09-04,F021T002
10222,1,1,FA,1,2020-10-26,0,0,21,44,ПЕРЕВОД,1,2022-08-21,F044T021
10222,1,1,FA,1,2020-10-26,0,0,2,21,ПЕРЕВОД,12,2022-09-01,F021T002
11008,1,1,FA,1,2020-11-02,0,0,21,44,ПЕРЕВОД,1,2022-08-13,F044T021
11008,1,1,FA,1,2020-11-02,0,0,2,21,ПЕРЕВОД,5,2022-08-17,F021T002
11040,1,1,FA,1,2020-11-05,0,0,21,44,ПЕРЕВОД,1,2022-08-11,F044T021
11040,1,1,FA,1,2020-11-05,0,0,2,21,ПЕРЕВОД,6,2022-08-16,F021T002
11052,1,1,FA,1,2020-11-06,0,0,21,44,ПЕРЕВОД,1,2022-09-05,F044T021
11052,1,1,FA,1,2020-11-06,0,0,2,21,ПЕРЕВОД,5,2022-09-09,F021T002
11052,1,1,FA,1,2020-11-06,0,0,2,21,ПЕРЕВОД,10,2022-09-14,F021T002
11060,1,1,FA,1,2020-11-07,0,0,21,44,ПЕРЕВОД,1,2022-08-16,F044T021
11060,1,1,FA,1,2020-11-07,0,0,2,21,ПЕРЕВОД,6,2022-08-21,F021T002
11060,1,1,FA,1,2020-11-07,0,0,2,21,ПЕРЕВОД,23,2022-09-07,F021T002
11096,1,1,FA,1,2020-11-11,0,0,21,44,ПЕРЕВОД,1,2022-09-10,F044T021
11131,1,1,FA,1,2020-11-13,0,0,21,44,ПЕРЕВОД,1,2022-09-10,F044T021
11131,1,1,FA,1,2020-11-13,0,0,2,21,ПЕРЕВОД,5,2022-09-14,F021T002
11167,1,1,FD,1,2020-11-16,0,0,21,44,ПЕРЕВОД,0,2022-09-04,F044T021
11167,1,1,FD,1,2020-11-16,0,0,2,21,ПЕРЕВОД,5,2022-09-09,F021T002
11172,1,1,FA,1,2020-11-17,0,0,21,44,ПЕРЕВОД,1,2022-09-05,F044T021
11172,1,1,FA,1,2020-11-17,0,0,2,21,ПЕРЕВОД,5,2022-09-09,F021T002
11172,1,1,FA,1,2020-11-17,0,0,43,2,ПЕРЕВОД,6,2022-09-10,F002T043
11175,1,1,FA,1,2020-11-17,0,0,21,44,ПЕРЕВОД,1,2022-08-21,F044T021
11175,1,1,FA,1,2020-11-17,0,0,2,21,ПЕРЕВОД,12,2022-09-01,F021T002
402155,1,6,FA,1,2014-02-13,56,0,44,21,ПЕРЕВОД,33,2022-08-02,F021T044
403230,1,6,FA,1,2014-03-30,59,238,43,3,ПЕРЕВОД,297,2022-08-02,F003T043
403230,1,6,FA,1,2014-03-30,59,238,7,5,ПЕРЕВОД,315,2022-08-20,F005T007
406125,1,6,MA,1,2014-06-29,70,161,3,7,ПЕРЕВОД,313,2022-08-16,F007T003
500363,1,5,MD,1,2015-07-24,73,133,6,4,ПЕРЕВОД,185,2022-08-02,F004T006
502078,1,6,FA,1,2015-02-12,62,169,12,6,ПЕРЕВОД,287,2022-09-06,F006T012
504107,1,5,MA,1,2015-04-17,61,0,8,5,ПЕРЕВОД,472,2022-08-26,F005T008
504144,1,5,MA,1,2015-04-23,66,0,3,5,ПЕРЕВОД,311,2022-08-10,F005T003
504144,1,5,MA,1,2015-04-23,66,0,43,3,ПЕРЕВОД,312,2022-08-11,F003T043
506115,1,5,MAMA,1,2015-06-24,54,0,12,4,ПЕРЕВОД,214,2022-08-26,F004T012
506115,1,5,MAMA,1,2015-06-24,54,0,41,12,ПЕРЕВОД,217,2022-08-29,F012T041
508084,1,6,MA,1,2015-08-19,65,0,21,44,ПЕРЕВОД,1,2022-09-07,F044T021
508084,1,6,MA,1,2015-08-19,65,0,2,21,ПЕРЕВОД,8,2022-09-14,F021T002
509107,1,5,MA,1,2015-09-26,61,217,12,7,ПЕРЕВОД,329,2022-08-29,F007T012
509107,1,5,MA,1,2015-09-26,61,217,45,17,ПЕРЕВОД,346,2022-09-15,F017T045
512175,1,5,FA,1,2015-12-31,55,0,2,21,ПЕРЕВОД,28,2022-08-17,F021T002
601055,1,5,FA,1,2016-01-09,54,0,21,44,ПЕРЕВОД,1,2022-08-27,F044T021
601055,1,5,FA,1,2016-01-09,54,0,21,10,ПЕРЕВОД,4,2022-08-30,F010T021
601055,1,5,FA,1,2016-01-09,54,0,44,21,ПЕРЕВОД,7,2022-09-02,F021T044
602110,1,5,MA,1,2016-02-16,62,210,4,10,ПЕРЕВОД,252,2022-08-24,F010T004
602110,1,5,MA,1,2016-02-16,62,210,7,4,ПЕРЕВОД,266,2022-09-07,F004T007
603084,1,5,FD,1,2016-03-15,46,0,21,44,ПЕРЕВОД,1,2022-09-06,F044T021
604028,1,5,FA,1,2016-04-05,62,141,12,6,ПЕРЕВОД,192,2022-07-29,F006T012
604028,1,5,FA,1,2016-04-05,62,141,42,6,ПЕРЕВОД,198,2022-08-04,F006T042
604090,1,5,FA,1,2016-04-14,64,98,3,4,ПЕРЕВОД,157,2022-08-08,F004T003
604090,1,5,FA,1,2016-04-14,64,98,43,3,ПЕРЕВОД,163,2022-08-14,F003T043
604090,1,5,FA,1,2016-04-14,64,98,12,5,ПЕРЕВОД,172,2022-08-23,F005T012
604090,1,5,FA,1,2016-04-14,64,98,5,12,ПЕРЕВОД,184,2022-09-04,F012T005
604090,1,5,FA,1,2016-04-14,64,98,12,5,ПЕРЕВОД,186,2022-09-06,F005T012
605021,1,5,FA,1,2016-05-04,60,0,12,4,ПЕРЕВОД,162,2022-08-02,F004T012
605072,1,5,FA,1,2016-05-15,56,189,6,4,ПЕРЕВОД,222,2022-08-16,F004T006
605092,1,5,FA,1,2016-05-18,57,0,21,44,ПЕРЕВОД,1,2022-08-13,F044T021
605092,1,5,FA,1,2016-05-18,57,0,2,21,ПЕРЕВОД,9,2022-08-21,F021T002
605092,1,5,FA,1,2016-05-18,57,0,4,23,ПЕРЕВОД,19,2022-08-31,F023T004
606003,1,4,FA,1,2016-06-02,66,175,6,4,ПЕРЕВОД,268,2022-08-22,F004T006
606003,1,4,FA,1,2016-06-02,66,175,12,6,ПЕРЕВОД,285,2022-09-08,F006T012
606003,1,4,FA,1,2016-06-02,66,175,42,12,ПЕРЕВОД,286,2022-09-09,F012T042
606098,1,5,MA,1,2016-06-16,61,147,7,10,ПЕРЕВОД,197,2022-09-07,F010T007
607056,1,5,FA,1,2016-07-11,58,0,4,10,ПЕРЕВОД,25,2022-08-10,F010T004
607056,1,5,FA,1,2016-07-11,58,0,10,23,ПЕРЕВОД,25,2022-08-10,F023T010
607064,1,4,FA,1,2016-07-12,65,0,6,5,ПЕРЕВОД,334,2022-08-04,F005T006
607064,1,4,FA,1,2016-07-12,65,0,12,6,ПЕРЕВОД,339,2022-08-09,F006T012
607064,1,4,FA,1,2016-07-12,65,0,50,12,ПЕРЕВОД,340,2022-08-10,F012T050
607067,1,5,MA,3,2016-07-13,51,0,12,10,ПЕРЕВОД,73,2022-08-23,F010T012
607067,1,5,MA,3,2016-07-13,51,0,4,10,ПЕРЕВОД,90,2022-09-09,F010T004
607067,1,5,MA,3,2016-07-13,51,0,43,4,ПЕРЕВОД,92,2022-09-11,F004T043
607093,1,4,FD,1,2016-07-18,64,238,6,5,ПЕРЕВОД,327,2022-08-04,F005T006
607093,1,4,FD,1,2016-07-18,64,238,7,6,ПЕРЕВОД,343,2022-08-20,F006T007
607093,1,4,FD,1,2016-07-18,64,238,3,7,ПЕРЕВОД,347,2022-08-24,F007T003
607093,1,4,FD,1,2016-07-18,64,238,45,17,ПЕРЕВОД,356,2022-09-02,F017T045
607106,1,5,FA,1,2016-07-21,58,0,42,1,ПЕРЕВОД,123,2022-09-07,F001T042
608107,1,5,MA,1,2016-08-17,52,0,21,44,ПЕРЕВОД,1,2022-08-01,F044T021
608107,1,5,MA,1,2016-08-17,52,0,2,21,ПЕРЕВОД,11,2022-08-11,F021T002
608107,1,5,MA,1,2016-08-17,52,0,3,23,ПЕРЕВОД,34,2022-09-03,F023T003
608144,1,5,FA,1,2016-08-23,62,115,6,4,ПЕРЕВОД,160,2022-08-02,F004T006
608144,1,5,FA,1,2016-08-23,62,115,12,6,ПЕРЕВОД,167,2022-08-09,F006T012
608144,1,5,FA,1,2016-08-23,62,115,7,10,ПЕРЕВОД,174,2022-08-16,F010T007
608184,1,5,FA,1,2016-08-31,52,0,21,44,ПЕРЕВОД,1,2022-08-25,F044T021
608184,1,5,FA,1,2016-08-31,52,0,2,21,ПЕРЕВОД,12,2022-09-05,F021T002
609006,1,4,MA,1,2016-09-01,58,0,12,4,ПЕРЕВОД,193,2022-08-16,F004T012
609033,1,4,MA,1,2016-09-05,64,126,7,5,ПЕРЕВОД,294,2022-08-12,F005T007
609033,1,4,MA,1,2016-09-05,64,126,3,7,ПЕРЕВОД,297,2022-08-15,F007T003
609055,1,5,FA,1,2016-09-09,60,0,2,21,ПЕРЕВОД,5,2022-07-30,F021T002
609055,1,5,FA,1,2016-09-09,60,0,4,23,ПЕРЕВОД,25,2022-08-19,F023T004
609116,1,4,FA,1,2016-09-20,68,0,12,41,ПЕРЕВОД,291,2022-08-05,F041T012
609149,1,4,FA,1,2016-09-25,45,161,3,10,ПЕРЕВОД,176,2022-08-01,F010T003
609149,1,4,FA,1,2016-09-25,45,161,43,3,ПЕРЕВОД,192,2022-08-17,F003T043
610033,1,4,MA,1,2016-10-06,68,0,3,43,ПЕРЕВОД,154,2022-08-02,F043T003
610033,1,4,MA,1,2016-10-06,68,0,5,4,ПЕРЕВОД,178,2022-08-26,F004T005
610033,1,4,MA,1,2016-10-06,68,0,3,5,ПЕРЕВОД,179,2022-08-27,F005T003
610071,1,4,MA,3,2016-10-14,65,133,7,10,ПЕРЕВОД,249,2022-08-02,F010T007
610071,1,4,MA,3,2016-10-14,65,133,3,7,ПЕРЕВОД,261,2022-08-14,F007T003
610071,1,4,MA,3,2016-10-14,65,133,5,7,ПЕРЕВОД,281,2022-09-03,F007T005
610072,1,4,FA,1,2016-10-14,64,260,12,6,ПЕРЕВОД,355,2022-08-02,F006T012
611009,1,4,FA,1,2016-11-02,62,196,6,7,ПЕРЕВОД,435,2022-09-08,F007T006
611009,1,4,FA,1,2016-11-02,62,196,5,6,ПЕРЕВОД,441,2022-09-14,F006T005
611115,1,5,MA,1,2016-11-20,61,0,21,44,ПЕРЕВОД,1,2022-08-10,F044T021
611146,1,5,FA,1,2016-11-25,55,0,21,44,ПЕРЕВОД,1,2022-08-28,F044T021
611146,1,5,FA,1,2016-11-25,55,0,2,21,ПЕРЕВОД,6,2022-09-02,F021T002
611169,1,4,MA,1,2016-11-27,61,259,45,17,ПЕРЕВОД,311,2022-08-05,F017T045
612070,1,4,FA,1,2016-12-12,65,147,7,10,ПЕРЕВОД,235,2022-09-07,F010T007
612133,1,3,FA,1,2016-12-23,59,0,7,5,ПЕРЕВОД,550,2022-08-30,F005T007
701048,1,4,MA,3,2017-01-07,69,126,3,6,ПЕРЕВОД,251,2022-09-12,F006T003
701054,1,4,MA,1,2017-01-08,67,238,12,7,ПЕРЕВОД,377,2022-08-20,F007T012
701062,1,4,FA,1,2017-01-09,55,0,3,4,ПЕРЕВОД,115,2022-08-06,F004T003
701062,1,4,FA,1,2017-01-09,55,0,50,43,ПЕРЕВОД,119,2022-08-10,F043T050
701062,1,4,FA,1,2017-01-09,55,0,43,3,ПЕРЕВОД,119,2022-08-10,F003T043
701143,1,3,MA,1,2017-01-23,66,0,3,5,ПЕРЕВОД,544,2022-08-31,F005T003
701143,1,3,MA,1,2017-01-23,66,0,43,3,ПЕРЕВОД,554,2022-09-10,F003T043
702007,1,5,FD,1,2017-02-01,57,0,21,44,ПЕРЕВОД,1,2022-08-06,F044T021
702007,1,5,FD,1,2017-02-01,57,0,2,21,ПЕРЕВОД,8,2022-08-13,F021T002
702007,1,5,FD,1,2017-02-01,57,0,41,12,ПЕРЕВОД,25,2022-08-30,F012T041
702045,1,4,FA,1,2017-02-07,61,0,12,5,ПЕРЕВОД,203,2022-08-02,F005T012
702045,1,4,FA,1,2017-02-07,61,0,7,6,ПЕРЕВОД,221,2022-08-20,F006T007
702054,1,4,FA,1,2017-02-08,53,0,21,44,ПЕРЕВОД,0,2022-08-08,F044T021
702054,1,4,FA,1,2017-02-08,53,0,50,21,ПЕРЕВОД,3,2022-08-11,F021T050
702099,1,4,MA,1,2017-02-15,58,161,12,7,ПЕРЕВОД,276,2022-08-30,F007T012
702099,1,4,MA,1,2017-02-15,58,161,6,12,ПЕРЕВОД,289,2022-09-12,F012T006
702099,1,4,MA,1,2017-02-15,58,161,12,6,ПЕРЕВОД,290,2022-09-13,F006T012
702112,1,4,FA,1,2017-02-17,64,161,12,4,ПЕРЕВОД,221,2022-08-02,F004T012
702121,1,4,MA,3,2017-02-18,62,0,12,5,ПЕРЕВОД,237,2022-08-16,F005T012
702129,1,3,MA,1,2017-02-19,64,231,7,6,ПЕРЕВОД,408,2022-08-27,F006T007
702158,1,4,MA,1,2017-02-23,62,0,21,44,ПЕРЕВОД,1,2022-08-04,F044T021
702158,1,4,MA,1,2017-02-23,62,0,2,21,ПЕРЕВОД,8,2022-08-11,F021T002
702158,1,4,MA,1,2017-02-23,62,0,10,23,ПЕРЕВОД,23,2022-08-26,F023T010
702158,1,4,MA,1,2017-02-23,62,0,4,10,ПЕРЕВОД,42,2022-09-14,F010T004
702184,1,4,FD,1,2017-02-27,55,176,7,10,ПЕРЕВОД,203,2022-08-16,F010T007
703059,1,4,MAMA,1,2017-03-12,55,0,4,23,ПЕРЕВОД,30,2022-08-19,F023T004
703104,1,4,FA,1,2017-03-21,67,0,21,44,ПЕРЕВОД,0,2022-08-15,F044T021
703104,1,4,FA,1,2017-03-21,67,0,44,21,ПЕРЕВОД,2,2022-08-17,F021T044
703106,1,4,MA,1,2017-03-21,63,43,7,4,ПЕРЕВОД,265,2022-09-07,F004T007
703133,1,4,FA,1,2017-03-26,62,0,21,44,ПЕРЕВОД,1,2022-08-04,F044T021
703133,1,4,FA,1,2017-03-26,62,0,2,21,ПЕРЕВОД,10,2022-08-13,F021T002
703141,1,4,FA,1,2017-03-28,56,0,44,2,ПЕРЕВОД,19,2022-08-02,F002T044
704005,1,4,MA,1,2017-04-02,66,0,10,4,ПЕРЕВОД,63,2022-08-20,F004T010
704043,1,4,MA,1,2017-04-08,61,0,10,23,ПЕРЕВОД,37,2022-08-04,F023T010
704070,1,4,FA,1,2017-04-14,66,196,7,10,ПЕРЕВОД,248,2022-08-02,F010T007
704081,1,4,FA,1,2017-04-19,57,0,21,44,ПЕРЕВОД,1,2022-08-20,F044T021
704081,1,4,FA,1,2017-04-19,57,0,2,21,ПЕРЕВОД,8,2022-08-27,F021T002
705018,1,4,FA,1,2017-05-03,59,0,12,4,ПЕРЕВОД,65,2022-08-09,F004T012
705066,1,4,MA,1,2017-05-11,67,0,23,10,ПЕРЕВОД,61,2022-07-29,F010T023
705066,1,4,MA,1,2017-05-11,67,0,4,23,ПЕРЕВОД,62,2022-07-30,F023T004
705166,1,4,MA,1,2017-05-27,58,0,10,23,ПЕРЕВОД,26,2022-08-04,F023T010
705166,1,4,MA,1,2017-05-27,58,0,12,10,ПЕРЕВОД,45,2022-08-23,F010T012
706035,1,4,MA,1,2017-06-06,55,0,21,44,ПЕРЕВОД,1,2022-08-11,F044T021
706035,1,4,MA,1,2017-06-06,55,0,21,44,ПЕРЕВОД,1,2022-08-11,F044T021
706035,1,4,MA,1,2017-06-06,55,0,44,21,ПЕРЕВОД,2,2022-08-12,F021T044
706035,1,4,MA,1,2017-06-06,55,0,44,21,ПЕРЕВОД,2,2022-08-12,F021T044
706066,1,4,MA,1,2017-06-11,60,0,21,44,ПЕРЕВОД,2,2022-08-10,F044T021
706066,1,4,MA,1,2017-06-11,60,0,2,21,ПЕРЕВОД,10,2022-08-18,F021T002
706070,1,4,FA,1,2017-06-11,56,0,21,44,ПЕРЕВОД,14,2022-09-01,F044T021
706162,1,4,FA,1,2017-06-27,62,168,6,5,ПЕРЕВОД,190,2022-08-04,F005T006
706163,1,4,FA,1,2017-06-27,59,0,12,4,ПЕРЕВОД,61,2022-07-29,F004T012
706163,1,4,FA,1,2017-06-27,59,0,41,12,ПЕРЕВОД,96,2022-09-02,F012T041
706175,1,3,MA,1,2017-06-29,70,238,7,5,ПЕРЕВОД,311,2022-08-20,F005T007
706175,1,3,MA,1,2017-06-29,70,238,5,7,ПЕРЕВОД,312,2022-08-21,F007T005
707047,1,4,MA,1,2017-07-09,60,0,21,44,ПЕРЕВОД,1,2022-08-23,F044T021
707047,1,4,MA,1,2017-07-09,60,0,44,21,ПЕРЕВОД,2,2022-08-24,F021T044
707078,1,3,FA,1,2017-07-15,58,0,1,5,ПЕРЕВОД,315,2022-08-06,F005T001
707080,1,3,MA,1,2017-07-15,58,105,12,5,ПЕРЕВОД,307,2022-07-29,F005T012
707092,1,3,MA,1,2017-07-17,66,189,10,4,ПЕРЕВОД,318,2022-08-10,F004T010
707109,1,4,FA,1,2017-07-21,58,0,21,44,ПЕРЕВОД,2,2022-08-08,F044T021
707109,1,4,FA,1,2017-07-21,58,0,2,21,ПЕРЕВОД,7,2022-08-13,F021T002
707109,1,4,FA,1,2017-07-21,58,0,21,2,ПЕРЕВОД,8,2022-08-14,F002T021
707109,1,4,FA,1,2017-07-21,58,0,2,21,ПЕРЕВОД,10,2022-08-16,F021T002
707109,1,4,FA,1,2017-07-21,58,0,4,23,ПЕРЕВОД,25,2022-08-31,F023T004
707112,1,4,MAMA,1,2017-07-22,48,0,21,44,ПЕРЕВОД,1,2022-08-21,F044T021
707112,1,4,MAMA,1,2017-07-22,48,0,44,21,ПЕРЕВОД,2,2022-08-22,F021T044
707151,1,4,MD,1,2017-07-26,59,0,21,44,ПЕРЕВОД,1,2022-08-15,F044T021
707151,1,4,MD,1,2017-07-26,59,0,2,21,ПЕРЕВОД,7,2022-08-21,F021T002
707158,1,4,FA,1,2017-07-27,96,0,44,2,ПЕРЕВОД,21,2022-08-02,F002T044
708007,1,3,MA,1,2017-08-02,63,183,12,7,ПЕРЕВОД,363,2022-08-16,F007T012
708011,1,3,FA,1,2017-08-02,62,238,5,10,ПЕРЕВОД,274,2022-08-24,F010T005
708067,1,3,FA,1,2017-08-10,58,0,42,5,ПЕРЕВОД,453,2022-08-18,F005T042
708085,1,4,MA,1,2017-08-11,62,0,21,44,ПЕРЕВОД,1,2022-08-11,F044T021
708085,1,4,MA,1,2017-08-11,62,0,44,21,ПЕРЕВОД,2,2022-08-12,F021T044
708093,1,4,FA,1,2017-08-12,68,0,21,44,ПЕРЕВОД,0,2022-09-04,F044T021
708093,1,4,FA,1,2017-08-12,68,0,43,21,ПЕРЕВОД,6,2022-09-10,F021T043
709009,1,3,FA,1,2017-09-02,67,231,6,7,ПЕРЕВОД,248,2022-08-03,F007T006
709027,1,2,FA,1,2017-09-07,50,278,45,18,ПЕРЕВОД,601,2022-08-10,F018T045
709069,1,4,FA,1,2017-09-15,58,0,2,21,ПЕРЕВОД,7,2022-07-30,F021T002
709092,1,3,MA,1,2017-09-18,63,182,6,5,ПЕРЕВОД,315,2022-08-04,F005T006
709112,1,3,MD,1,2017-09-21,47,217,6,7,ПЕРЕВОД,419,2022-08-28,F007T006
709137,1,4,FA,1,2017-09-26,56,0,21,44,ПЕРЕВОД,1,2022-09-02,F044T021
709137,1,4,FA,1,2017-09-26,56,0,2,21,ПЕРЕВОД,6,2022-09-07,F021T002
709137,1,4,FA,1,2017-09-26,56,0,44,2,ПЕРЕВОД,8,2022-09-09,F002T044
709138,1,4,MD,1,2017-09-26,26,0,21,44,ПЕРЕВОД,1,2022-08-10,F044T021
709138,1,4,MD,1,2017-09-26,26,0,44,21,ПЕРЕВОД,5,2022-08-14,F021T044
710123,1,3,FA,1,2017-10-27,71,217,6,4,ПЕРЕВОД,312,2022-08-02,F004T006
710135,1,4,MA,1,2017-10-29,63,0,43,21,ПЕРЕВОД,8,2022-07-29,F021T043
